Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Swiss Entrepreneurs Foundation,https://www.crunchbase.com/organization/swiss-entrepreneurs-foundation-swissef,Venture Capital,2,1,"Bern, Bern, Switzerland","Late Stage Venture, Venture",Swiss Entrepreneurs Foundation is to support start-ups and entrepreneurship within Switzerland.,"Europe, Middle East, and Africa (EMEA)",2017-12-01,month,https://swissef.ch/,https://www.linkedin.com/company/swissef/,2,2,
Ace Limited,https://www.crunchbase.com/organization/the-ace-group,Venture Capital,2,2,"Zürich, Zurich, Switzerland",Late Stage Venture,"The ACE Group is one of the world’s largest multiline property and casualty insurers. With operations in 53 countries, ACE provides.","Europe, Middle East, and Africa (EMEA)",1985-01-01,year,http://www.acegroup.com,http://www.linkedin.com/company/ace-group_1269,2,2,1
Genferberg Capital,https://www.crunchbase.com/organization/genferberg-capital,"Private Equity Firm, Venture Capital",2,,"Zürich, Zurich, Switzerland","Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",Institutional Investor,"Europe, Middle East, and Africa (EMEA)",1999-07-01,month,https://www.genferberg.ch,,2,,
Pala Investments,https://www.crunchbase.com/organization/palainvestments,Venture Capital,2,2,"Zug, Zug, Switzerland",Post-Ipo,Pala is an investment company focused exclusively on the mining sector.,"Europe, Middle East, and Africa (EMEA)",2006-01-01,year,https://www.pala.com/,https://www.linkedin.com/company-beta/1195943/,2,2,2
video intelligence by Outbrain,https://www.crunchbase.com/organization/viewster,Venture Capital,2,,"Zürich, Zurich, Switzerland",Early Stage Venture,vi is a contextual video platform.,"Europe, Middle East, and Africa (EMEA)",2017-04-01,day,http://www.vi.ai,https://www.linkedin.com/company/video-intelligence-ag/,1,,
Banca del Ceresio,https://www.crunchbase.com/organization/banca-del-ceresio,Venture Capital,2,,"Lugano, Ticino, Switzerland",,"Banca del Ceresio specializes in offering asset management, financial advice, brokerage and custody services .","Europe, Middle East, and Africa (EMEA)",1958-01-01,year,https://www.ceresioinvestors.com/societa/banca-del-ceresio-SA.html,https://www.linkedin.com/company/ceresio-investors,2,,
General Oriental,https://www.crunchbase.com/organization/general-oriental,Venture Capital,2,,"Geneva, Geneve, Switzerland","Early Stage Venture, Late Stage Venture",General Oriental is a privately owned investment manager.,"Europe, Middle East, and Africa (EMEA)",,,https://www.generaloriental.com,,2,,
Odegard Group,https://www.crunchbase.com/organization/odegard-group-ab,"Private Equity Firm, Venture Capital",2,,"Zug, Zug, Switzerland","Early Stage Venture, Late Stage Venture, Venture",Odegard Group is a private equity and venture capital firm specializing in direct private equity and public market securities.,"Europe, Middle East, and Africa (EMEA)",1999-01-01,month,http://www.odegardgroup.com,https://www.linkedin.com/company/odegard-group/,2,2,
LOREA AG,https://www.crunchbase.com/organization/lorea-ag,Venture Capital,2,,"Freienbach, Schwyz, Switzerland",Early Stage Venture,LOREA AG is an entrepreneur-operated investment firm.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://www.lorea-ag.com/,https://www.linkedin.com/company/lorea-ag,1,2,
Müller Ventures,https://www.crunchbase.com/organization/müller-ventures,Venture Capital,2,,"Zürich, Zurich, Switzerland",Early Stage Venture,Müller Ventures operates as a family-owned company.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://www.mueller-ventures.ch/en,,2,,
Cyverse Capital,https://www.crunchbase.com/organization/cyverse-capital,"Private Equity Firm, Venture Capital",2,,"Zug, Zug, Switzerland","Early Stage Venture, Seed",Cyverse Capital focuses on private early stage cyber security investments.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://cyversecapital.com,https://www.linkedin.com/company/cyverse-capital,2,,
Zaluvida Ventures,https://www.crunchbase.com/organization/zaluvida,Venture Capital,2,,"Rolle, Geneve, Switzerland",,Zaluvida is a full circle life science group. Our passion is creating ground breaking health products.,"Europe, Middle East, and Africa (EMEA)",2005-01-01,year,https://www.zaluvida.com/,https://www.linkedin.com/company-beta/3551821/,2,2,
Bulb Capital,https://www.crunchbase.com/organization/bulb-capital,Venture Capital,2,,"Basel, Basel-Stadt, Switzerland",Late Stage Venture,Venture Capital Investment Firm,"Europe, Middle East, and Africa (EMEA)",2019-01-01,day,http://bulbcapital.com,https://www.linkedin.com/company/bulb-capital,2,1,
VP Venture Partners,https://www.crunchbase.com/organization/vp-venture-partners-ea26,Venture Capital,2,,"Zürich, Zurich, Switzerland",Early Stage Venture,VP Venture Partners is a venture capital firm.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.vpventurepartners.com,https://www.linkedin.com/company/vp-venture-partners,2,,
Palmarium,https://www.crunchbase.com/organization/palmarium,"Private Equity Firm, Venture Capital",2,,"Zürich, Zurich, Switzerland","Early Stage Venture, Private Equity, Seed, Venture","Family office and investor with focus on alternative investments including private equity, venture capital and real estate.","Europe, Middle East, and Africa (EMEA)",,,https://www.palmarium.ch/en/,https://in.linkedin.com/company/palmarium-ag,1,2,
Alpvent,https://www.crunchbase.com/organization/alpvent,Venture Capital,2,,"Zug, Zug, Switzerland",Seed,AlpVent is a Swiss investment company investing in highly promising start-ups.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://www.alpvent.com,https://www.linkedin.com/company/alpvent,2,1,
HS LifeSciences,https://www.crunchbase.com/organization/hs-lifesciences,Venture Capital,2,,"Zürich, Zurich, Switzerland",Early Stage Venture,"LifeSciences is engaged in business development, financing, structuring, and operation management of biotechnology companies.","Europe, Middle East, and Africa (EMEA)",2008-01-01,year,http://www.hs-lifesciences.com,https://www.linkedin.com/company/hs-lifescience,2,1,
Diagonale Capital,https://www.crunchbase.com/organization/diagonale-capital,Venture Capital,2,,"Geneva, Geneve, Switzerland",Seed,Diagonale Capital is an investment firm.,"Europe, Middle East, and Africa (EMEA)",,,https://www.diagonalecapital.com,https://www.linkedin.com/company/diagonale-capital,2,,
Vision Capital,https://www.crunchbase.com/organization/vision-capital-6683,Venture Capital,2,1,"Geneva, Geneve, Switzerland",,Vision Capital is a venture capital firm focused on technology companies.,"Europe, Middle East, and Africa (EMEA)",1996-01-01,year,https://www.visioncap.com/,,1,,
Ephelia Capital Sagl,https://www.crunchbase.com/organization/ephelia-capital,"Corporate Venture Capital, Private Equity Firm, Syndicate, Venture Capital",2,,"Lugano, Ticino, Switzerland",Early Stage Venture,Ephelia Capital reinvents alternative investments with funds focused on a game-changing VC ecosystem concept,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.epheliacapital.com/,https://www.linkedin.com/company/epheliacapital/,1,2,
exelixis capital,https://www.crunchbase.com/organization/exelixis-capital,Venture Capital,2,,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed",exelixis capital operates as an investment firm.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://exelixis.ch/,https://www.linkedin.com/company/exelixis-capital,2,1,
Innobridge,https://www.crunchbase.com/organization/innobridge,Venture Capital,2,,"Neuchâtel, Neuchatel, Switzerland",,"Innobridge, a Swiss consultancy firm, offers innovation management, business development, and finance engineering services.","Europe, Middle East, and Africa (EMEA)",2004-01-01,year,http://www.innobridge.com,,2,,
Swiss Pampa,https://www.crunchbase.com/organization/swiss-pampa,Venture Capital,2,,"Geneva, Geneve, Switzerland",Early Stage Venture,Swiss Pampa help to build bridges towards the future of food and agriculture ·,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.swisspampa.com/,https://www.linkedin.com/company/swiss-pampa-sa/,2,,
Ares Life Sciences,https://www.crunchbase.com/organization/ares-life-sciences,Venture Capital,2,2,"Geneva, Geneve, Switzerland","Early Stage Venture, Late Stage Venture",Ares Life Sciences is a venture capital firm specializing in expansion and late stage investments.,"Europe, Middle East, and Africa (EMEA)",2008-01-01,year,,,2,2,2
FBC Partners,https://www.crunchbase.com/organization/fbc-partners-ag,Venture Capital,2,,"Zürich, Zurich, Switzerland",Venture,FBC Partners is a venture capital firm that invests in businesses focused on Digital transformation.,"Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/company/fbc-partners-ag,2,,
Bluwat,https://www.crunchbase.com/organization/bluwat,Venture Capital,2,,"Zug, Zug, Switzerland",Early Stage Venture,Bluwat is an independent investment company based in Switzerland.,"Europe, Middle East, and Africa (EMEA)",1985-01-01,year,,https://www.linkedin.com/company/bluwat-ag,1,,
Reinhart Capital,https://www.crunchbase.com/organization/reinhart-capital,Venture Capital,2,,"Zürich, Zurich, Switzerland","Early Stage Venture, Late Stage Venture",Reinhart Capital is a startup that Investing their resources in people and companies growing promising ventures .,"Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://www.reinhart.vc/,https://www.linkedin.com/company/reinhart-capital/,1,,
Rewired.GG,https://www.crunchbase.com/organization/rewired-gg,Venture Capital,2,,"Lausanne, Vaud, Switzerland",Venture,Rewired.GG is an associate investment arm of Rewired.,"Europe, Middle East, and Africa (EMEA)",,,http://rewired.gg/,https://www.linkedin.com/company/rewired-labs/,1,2,
Mission Street Ventures,https://www.crunchbase.com/organization/mission-street-ventures,Venture Capital,2,,"Zürich, Zurich, Switzerland",Early Stage Venture,Mission Street Ventures funds innovative concepts and integrates them into our blockchain and Web3 ecosystems.,"Europe, Middle East, and Africa (EMEA)",,,https://mission.xyz,,2,,
Founders Ventures,https://www.crunchbase.com/organization/founders-ventures-6fbb,Venture Capital,2,,"Zug, Zug, Switzerland","Early Stage Venture, Seed",Founders Ventures primarily invests in startups leveraging AI and blockchain technology.,"Europe, Middle East, and Africa (EMEA)",,,https://www.foundersventures.com/,https://www.linkedin.com/company/foundersventures/,2,1,
White Paper Capital,https://www.crunchbase.com/organization/white-paper-capital-58ae,Venture Capital,2,,"Zug, Zug, Switzerland",Early Stage Venture,White Paper Capital operates as a venture capital firm.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.whitepapercapital.com/,https://www.linkedin.com/company/whitepapercapital/about/,2,,
Greeneering Invest,https://www.crunchbase.com/organization/greeneering-invest,Venture Capital,2,,"Zug, Zug, Switzerland",Early Stage Venture,Greeneering Invest is a venture capital investment firm.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,,,2,,
MedHoldings,https://www.crunchbase.com/organization/medholdings,"Private Equity Firm, Venture Capital",2,,"Lausanne, Vaud, Switzerland",,MedHoldings operates as a venture capital and private equity firm.,"Europe, Middle East, and Africa (EMEA)",2008-01-01,year,,,1,2,
AquilaDirekt,https://www.crunchbase.com/organization/aquiladirekt,Venture Capital,2,,"Zürich, Zurich, Switzerland",Venture,Independent platform for direct investments in private companies.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://aquiladirekt.ch/,https://www.linkedin.com/company/aquiladirekt,2,1,
Achieve Capital,https://www.crunchbase.com/organization/achieve-capital,Venture Capital,2,,"Geneva, Geneve, Switzerland",,Achieve Capital is a financial service holding with more than 25 years of experience in risk mitigation.,"Europe, Middle East, and Africa (EMEA)",2008-01-01,year,https://achievecap.com/,https://www.linkedin.com/company/achieve-capital-wealth-management/?viewAsMember=true,1,,
"Euro Ventures,Inc.",https://www.crunchbase.com/organization/euro-ventures-inc,Venture Capital,2,,"Basel, Basel-Stadt, Switzerland",,"Euro Ventures,Inc. is a venture capital firm specializing in growing European companies looking to develop a US operation.","Europe, Middle East, and Africa (EMEA)",,,,,2,1,
Myriad Investments,https://www.crunchbase.com/organization/myriad-investments,Venture Capital,2,1,"Zürich, Zurich, Switzerland",Early Stage Venture,Myriad Investments was formed in 2000 as a fund focusing exclusively on early stage software companies.,"Europe, Middle East, and Africa (EMEA)",2000-01-01,year,,,1,,
Mountain Cleantech,https://www.crunchbase.com/organization/mountain-cleantech-77f6,Venture Capital,2,1,"Baar, Zug, Switzerland",Late Stage Venture,"Mountain Cleantech is specializes in late venture, middle market, and growth investments.","Europe, Middle East, and Africa (EMEA)",2009-01-01,year,,,2,,
Social Investors,https://www.crunchbase.com/organization/socialinvestors,Venture Capital,2,1,"Zürich, Zurich, Switzerland",,Social Investors is a independent Swiss-based philanthropic advisory firm.,"Europe, Middle East, and Africa (EMEA)",2005-01-01,year,http://www.socialinvestors.com,https://www.linkedin.com/company/social-investors-partners/,1,,
Ingro Finanz AG,https://www.crunchbase.com/organization/ingro-finanz-ag,Venture Capital,2,1,"Bubendorf, Basel-Landschaft, Switzerland",Late Stage Venture,Ingro Finanz AG is an investment holding company specialized in late stage venture investments.,"Europe, Middle East, and Africa (EMEA)",,,,,2,,
Finoris AG,https://www.crunchbase.com/organization/finoris,Venture Capital,2,,"Zürich, Zurich, Switzerland","Early Stage Venture, Late Stage Venture, Private Equity",Finoris AG is a real estate agency operating in Zurich.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://finoris.com/,,1,2,
BlackLex,https://www.crunchbase.com/organization/blacklex,Venture Capital,2,,"Zug, Zug, Switzerland",Seed,BlackLex is an Internet Backer that invests with its own capital in the internet and mobile companies in order to further their development.,"Europe, Middle East, and Africa (EMEA)",2011-02-15,day,http://www.blacklex.com,,2,1,
Venture Concept,https://www.crunchbase.com/organization/venture-concept,Venture Capital,2,1,"Geneva, Geneve, Switzerland","Early Stage Venture, Seed",Venture Concepts is a consultancy firm assisting start-ups or strategic joint-ventures.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://ventureconcept.com,https://www.linkedin.com/company/venture-concept/,2,1,
International BM Biomedicine Holdings AG,https://www.crunchbase.com/organization/international-bm-biomedicine-holdings-ag,Venture Capital,2,2,"Basel, Basel-Stadt, Switzerland",Early Stage Venture,International BM Biomedicine Holdings AG invests in biopharmaceutical companies located in the United States.,"Europe, Middle East, and Africa (EMEA)",,,,,2,1,2
Gran Plasa,https://www.crunchbase.com/organization/gran-plasa,Venture Capital,2,,"Fribourg, Fribourg, Switzerland",Early Stage Venture,"Gran Plasa is a  private fund based in Fribourg, Switzerlan.","Europe, Middle East, and Africa (EMEA)",,,,,2,,
Ethereum,https://www.crunchbase.com/organization/ethereum-8a03,Venture Capital,1,,"Zug, Zug, Switzerland",,Ethereum is a platform and a programming language that makes it possible for any developer to build and publish next-generation.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://www.ethereum.org/,https://www.linkedin.com/company/ethereum,1,1,
WeBuild Ventures,https://www.crunchbase.com/organization/webuild-ventures,Venture Capital,1,,"Morges, Vaud, Switzerland",,"WeBuild Ventures creates technology ventures that engages in insurance, financial services, and real estate.","Europe, Middle East, and Africa (EMEA)",2022-03-01,month,https://www.webuildventures.ch/,https://www.linkedin.com/company/webuild-ventures-switzerland/,1,1,
Corza Medical,https://www.crunchbase.com/organization/corza-medical,Venture Capital,1,,"Zürich, Zurich, Switzerland",,Corza Medical is a provider of surgical medical devices.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://corza.com,https://www.linkedin.com/company/corzamedical,1,,
Gyrus Capital,https://www.crunchbase.com/organization/gyrus-capital,"Private Equity Firm, Venture Capital",1,,"Geneva, Geneve, Switzerland",,Gyrus Capital is a Special situations and transformational investments in the healthcare and technology industries.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.gyruscapital.com/,https://www.linkedin.com/company/gyrus-capital-s-a,1,1,
European Internet Ventures,https://www.crunchbase.com/organization/european-internet-ventures,Venture Capital,1,,"Neuheim, Zug, Switzerland",Early Stage Venture,"European Internet Ventures (EIV) is an entrepreneurial internet advisory firm, exclusively focussed on classifieds and online marketplaces.","Europe, Middle East, and Africa (EMEA)",2010-02-01,day,http://www.europeaninternetventures.com,https://www.linkedin.com/company/european-internet-ventures,1,,
Leva Capital Partners AG,https://www.crunchbase.com/organization/leva-capital-partners-ag,Venture Capital,1,,"Zürich, Zurich, Switzerland",,Leva is a fintech that enables professional investors to set up and manage their investment deals over the entire lifecycle in one place.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.leva.pe/,https://www.linkedin.com/company/levaorg ,1,,
Virtus: Energy AGI,https://www.crunchbase.com/organization/virtus-resources-partners,"Corporate Venture Capital, Private Equity Firm, Venture Capital",1,,"Zug, Zug, Switzerland","Early Stage Venture, Private Equity",Virtus is building Energy Artificial General Intelligence (Energy AGI) to automatically and autonomously supply the world with energy.,"Europe, Middle East, and Africa (EMEA)",2023-04-20,day,https://www.virtus-resources.com/,https://www.linkedin.com/company/virtus-resources/,1,,
ORBIT54,https://www.crunchbase.com/organization/erinla-ecosystem,"Accelerator, Syndicate, Venture Capital",1,,"Zürich, Zurich, Switzerland","Seed, Venture",ORBIT54 is a seed venture investment firm.,"Europe, Middle East, and Africa (EMEA)",2022-05-01,month,http://ORBIT54.com,,1,,
Binocular,https://www.crunchbase.com/organization/binocular-vc,"Angel Group, Venture Capital",1,,"Geneva, Geneve, Switzerland","Early Stage Venture, Seed, Venture",Binocular is a boutique investment management firm that operates and invests in multiple verticals.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://binocular.vc,,1,,
Swiss Investment Fund for Emerging Markets (SIFEM),https://www.crunchbase.com/organization/swiss-investment-fund-for-emerging-markets-sifem,Venture Capital,1,1,"Bern, Bern, Switzerland",,Swiss Investment Fund for Emerging Markets is a Swiss Confederation's development finance institution.,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,http://www.sifem.ch/,https://www.linkedin.com/company/sifem,1,,1
Promethiem,https://www.crunchbase.com/organization/promethiem,Venture Capital,1,,"Zug, Zug, Switzerland",Early Stage Venture,Promethiem is a global investment and technology commercialization firm.,"Europe, Middle East, and Africa (EMEA)",,,https://www.promethiem.com/,https://www.linkedin.com/company/promethiem/,1,1,
Quantum Global Group,https://www.crunchbase.com/organization/quantum-global-gruppe,Venture Capital,1,,"Zug, Zug, Switzerland",,Quantam Global is a group of companies offering investment and private wealth management.,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,https://quantumglobalgroup.com/,https://www.linkedin.com/company/quantum-global-group,1,,
Papers,https://www.crunchbase.com/organization/papers,Venture Capital,1,,"Zug, Zug, Switzerland",,Let's develop a secure future.,"Europe, Middle East, and Africa (EMEA)",2009-02-01,month,https://papers.ch,https://www.linkedin.com/company/papers.ch,1,,
fronttrail Equity Partners,https://www.crunchbase.com/organization/fronttrail-equity-partners,"Private Equity Firm, Venture Capital",1,1,"Wollerau, Schwyz, Switzerland",,Growth capital investor in European software technology companies in expansion and late stage situations,"Europe, Middle East, and Africa (EMEA)",2016-12-01,month,http://www.fronttrail.com,https://www.linkedin.com/company/fronttrail/about/,1,1,
Romande Energie Cooperate Venture Capital,https://www.crunchbase.com/organization/romande-energie-cooperate-venture-capital,Venture Capital,1,,"Morges, Vaud, Switzerland",Seed,Romande Energie Cooperate Venture Capital is an investment firm.,"Europe, Middle East, and Africa (EMEA)",,,https://www.romande-energie.ch/,,1,1,
Hookipa,https://www.crunchbase.com/organization/hookipa,"Family Investment Office, Venture Capital",1,,"Pfaffikon, Zurich, Switzerland",Early Stage Venture,Hookipa provides capital to ambitious and visionary entrepreneurs working on the new new thing - Investing in Soonicorns around the globe.,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,https://www.hookipaag.ch/,https://linkedin.com/company/88675096/,1,,
Lakeshore Ventures,https://www.crunchbase.com/organization/lakeshore-ventures,Venture Capital,1,,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed",Lakeshore Ventures is a venture capital firm that invests in innovative and new-age consumer technology companies and entrepreneurs.,"Europe, Middle East, and Africa (EMEA)",2008-01-01,year,https://www.lakeshore-vc.com/,https://www.linkedin.com/company/lakeshore-international-group/,1,1,
Key Family Partners,https://www.crunchbase.com/organization/key-family-partners,"Family Investment Office, Private Equity Firm, Venture Capital",1,,"Geneva, Geneve, Switzerland","Private Equity, Venture",KFP is a family owned investment office.,"Europe, Middle East, and Africa (EMEA)",,,https://www.keyfamilypartners.com,https://www.linkedin.com/company/key-family-partners,1,,
SNGLR Capital AG,https://www.crunchbase.com/organization/snglr-capital-ag,Venture Capital,1,,"Zug, Zug, Switzerland",Early Stage Venture,"Seed/round A + follow-on European Startups / longevity and smart mobility / city sectors / technologies: AI, blockchain, IoT, SaaS, robotics","Europe, Middle East, and Africa (EMEA)",2021-04-15,day,https://www.snglr.vc,https://www.linkedin.com/company/snglr-group,1,,
Tiny Ventures,https://www.crunchbase.com/organization/tiny-ventures,Venture Capital,1,,"Zürich, Zurich, Switzerland",Seed,"Tiny Ventures develops, markets, and supports a wide range of internet services.","Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://tinyventures.io/,https://www.linkedin.com/company/tiny-ventures-gmbh,1,,
Corisol Holding AG,https://www.crunchbase.com/organization/corisol-holding-ag,"Private Equity Firm, Venture Capital",1,1,"Zug, Zug, Switzerland",,Corisol holds several unlisted investments.,"Europe, Middle East, and Africa (EMEA)",1974-01-01,year,http://www.corisol.com/unlisted-investments.html,,1,1,
Delwik Group,https://www.crunchbase.com/organization/delwik-group,"Private Equity Firm, Venture Capital",1,,"Zürich, Zurich, Switzerland",Seed,Delwik Group is an independent advisory and principal investment firm.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,http://www.delwikgroup.com/,https://www.linkedin.com/company/delwik-group,1,,
NewOak,https://www.crunchbase.com/organization/newoak-56c4,"Private Equity Firm, Venture Capital",1,,"Genève, Geneve, Switzerland",Private Equity,"NewOak is a tailor-made, multi-Family Office, offering you a far better scope and services than what you have been receiving to date.","Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://newoak.ch/,https://www.linkedin.com/company/newoak-sa,1,1,
Tayssir Capital,https://www.crunchbase.com/organization/tayssir-capital,Venture Capital,1,,"Geneva, Geneve, Switzerland",Early Stage Venture,Tayssir Capital operates as an investment firm.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://www.tayssircapital.com/,https://www.linkedin.com/company/tayssir-capital/about/,1,,
Olive Capital,https://www.crunchbase.com/organization/olive-capital,Venture Capital,1,,"Geneva, Geneve, Switzerland",Seed,Olive Capital is an investment syndicate that provides its members access to investment opportunities.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://olivecapital.vc/,https://www.linkedin.com/company/olivecap/,1,,
Anchor Group,https://www.crunchbase.com/organization/anchor-group,Venture Capital,1,,"Geneva, Geneve, Switzerland",,Anchor Group is a registered investment and corporate development firm in Switzerland.,"Europe, Middle East, and Africa (EMEA)",2007-01-01,year,https://www.aii-group.com/,https://www.linkedin.com/company/anchor-international-investments/,1,1,
Turos Capital,https://www.crunchbase.com/organization/turos-capital,Venture Capital,1,,"Zürich, Zurich, Switzerland",Early Stage Venture,"Turos Capital is a financial management firm that renders fund raising, venture capital and advisory services for healthcare companies.","Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.turoscapital.com/,https://www.linkedin.com/company/turoscapital/,1,,
Rosebrook,https://www.crunchbase.com/organization/rosebrook,Venture Capital,1,,"Geneva, Geneve, Switzerland",,Digital-native impact investing platform,"Europe, Middle East, and Africa (EMEA)",,,https://www.rosebrook.vc,https://www.linkedin.com/company/rosebrookcapital,1,,
Swiss Staking,https://www.crunchbase.com/organization/swiss-staking,Venture Capital,1,,"Meggen, Luzern, Switzerland","Early Stage Venture, Seed",Staking is an ever-expanding proof-of-stake validator and venture fund based in Switzerland.,"Europe, Middle East, and Africa (EMEA)",,,https://swiss-staking.ch/,https://www.linkedin.com/company/swiss-staking-ag/,1,,
Corinth Investment,https://www.crunchbase.com/organization/corinth-investment,"Private Equity Firm, Venture Capital",1,1,"Chur, Graubunden, Switzerland","Post-Ipo, Private Equity",Corinth Investment engages in the funding of private projects.,"Europe, Middle East, and Africa (EMEA)",,,https://corinthinvest.com/,,1,1,1
Inovnis SA,https://www.crunchbase.com/organization/inovnis-sa,"Family Investment Office, Venture Capital",1,,"Geneva, Geneve, Switzerland",Early Stage Venture,Inovnis SA invest in various sectors and geographical areas in the form of Venture Capital.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://www.inovnis.com/,https://www.linkedin.com/company/inovnis-sa/about/,1,1,
Akiden Ventures,https://www.crunchbase.com/organization/akiden-ventures,Venture Capital,1,,"Lausanne, Vaud, Switzerland",,"Akiden Ventures offers project management, venture capital, investment strategy, project integration, and operational advisory services.","Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://akiden-ventures.ch/,https://www.linkedin.com/company/akiden-ventures-sa/,1,,
Alpine Capital AS,https://www.crunchbase.com/organization/alpine-capital-as,Venture Capital,1,,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed, Venture",Alpine Capital provides both investors and investment seekers the accurate information to find and monitor necessary funding.,"Europe, Middle East, and Africa (EMEA)",,,http://www.alpinecapital.vip/,https://www.linkedin.com/company/alpine-capital-ch/,1,,
Bidayat,https://www.crunchbase.com/organization/bidayat,Venture Capital,1,,"Lugano, Ticino, Switzerland","Early Stage Venture, Venture",Bidayat focuses on investing in creative talent and young entrepreneurs from the Mediterranean.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://www.bidayat.com/,https://www.linkedin.com/company/bidayat/,1,1,
Investnet AG,https://www.crunchbase.com/organization/swiss-venture-capital-firm-investnet-ag,Venture Capital,1,1,"Herisau, Ausser-Rhoden, Switzerland",,"Investnet AG is a financial service company, providing funding services to entrepreneurs and start-ups.","Europe, Middle East, and Africa (EMEA)",2009-01-01,year,http://www.investnetag.ch/home/,https://www.linkedin.com/company/investnet-ag,1,,
IMCap Partners,https://www.crunchbase.com/organization/imcap-partners,Venture Capital,1,,"Zürich, Zurich, Switzerland",Private Equity,IMCap Partners is a partner-owned investment firm that conducts direct investments in small- and medium-sized companies in the DACH Region.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://www.imcap-partners.com/,https://www.linkedin.com/company/imcap-partners,1,1,
Grönemeyer Health,https://www.crunchbase.com/organization/grönemeyer-health,Venture Capital,1,,"Zürich, Zurich, Switzerland",,Grönemeyer Health is a venture capital investment firm.,"Europe, Middle East, and Africa (EMEA)",,,https://www.groenemeyer-health.ch/,https://www.linkedin.com/company/groenemeyer-medical/,1,,
ADM Partners,https://www.crunchbase.com/organization/adm-partners,"Private Equity Firm, Venture Capital",1,,"Lugano, Ticino, Switzerland",Seed,ADM Partners is an investment firm.,"Europe, Middle East, and Africa (EMEA)",,,https://www.adm-partners.ch,https://www.linkedin.com/company/adm-partners/,1,,
MontBlu Capital,https://www.crunchbase.com/organization/montblu-capital,Venture Capital,1,,"Nyon, Vaud, Switzerland","Early Stage Venture, Seed",MontBlu Capital is an independent investment firm giving active financial and management support to growth companies.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.montblucapital.com,,1,,
Odinga,https://www.crunchbase.com/organization/odinga,Venture Capital,1,,"Volketswil, Zurich, Switzerland",,Odinga is an urban development and investment company that designs and develops sustainable urban projects.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://odinga.ch/,https://www.linkedin.com/company/odinga/,1,1,
buildify.earth,https://www.crunchbase.com/organization/buildify-earth,Venture Capital,1,,"Rotkreuz, Zug, Switzerland","Convertible Note, Seed",buildify.earth focuses on circular economy and clean technology.,"Europe, Middle East, and Africa (EMEA)",2023-01-01,year,https://buildify.earth/de_ch/,https://www.linkedin.com/company/buildify-earth/,1,1,
Fairway Asset Management,https://www.crunchbase.com/organization/fairway-asset-management-4211,Venture Capital,1,,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed",Fairway Asset Management offers asset management services for investment funds and private individuals.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.fairway-asset.com,https://www.linkedin.com/company/fairway-asset-management-sa,1,1,
