Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Convertible Note - RealSynth,https://www.crunchbase.com/funding_round/realsynth-convertible-note--3fd8c6d7,RealSynth,https://www.crunchbase.com/organization/realsynth,Convertible Note,"Berlin, Berlin, Germany, Europe",100000,EUR,116117,2018-09-28,,,,,No,RealSynth is the virtual gym for AI.,"Artificial Intelligence (AI), Computer Vision, Industrial Automation, Machine Learning",,http://www.realsynth.de/,$1M to $10M,216117,USD,216117,Seed,3,,,,,"478,722"
Seed Round - PlusDental,https://www.crunchbase.com/funding_round/sunshine-smile-seed--f034e812,PlusDental,https://www.crunchbase.com/organization/sunshine-smile,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-06-01,Seed,,,,Yes,PlusDental is a Berlin-based Health-Tech Startup in the area of digital dentistry.,"Dental, Health Care",,https://plusdental.de/,$1M to $10M,77000000,EUR,88038178,M&A,7,Elephant & Castle Capital,Elephant & Castle Capital,1,,"479,542"
Seed Round - Simplifa,https://www.crunchbase.com/funding_round/simplifa-seed--72ed4d7b,Simplifa,https://www.crunchbase.com/organization/simplifa,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-09-07,Seed,,,,Yes,The PropTech startup Simplifa offers real estate owners an all-round service in the area of elevator management,"Property Management, PropTech",,https://www.simplifa.de/,$1B to $10B,,,,Early Stage Venture,2,PT1,PT1,1,1,"514,412"
Grant - KDE e.V.,https://www.crunchbase.com/funding_round/kde-e-v-grant--aedfa064,KDE e.V.,https://www.crunchbase.com/organization/kde-e-v,Grant,"Berlin, Berlin, Germany, Europe",200000,USD,200000,2018-02-19,,,,,No,A registered non-profit organization.,"Computer, Non Profit",,https://ev.kde.org/,Less than $1M,200000,USD,200000,,1,Pineapple Fund,Pineapple Fund,1,,"480,441"
Seed Round - MATE,https://www.crunchbase.com/funding_round/mate-94ec-seed--1de84562,MATE,https://www.crunchbase.com/organization/mate-94ec,Seed,"Berlin, Berlin, Germany, Europe",1000000,EUR,1201077,2018-01-01,Seed,,,,Yes,Mate is a provider of a B2B software solution for digital event and guest management.,"Event Management, Information Services, Software",,https://www.mateforevents.com/,Less than $1M,1000000,EUR,1201077,Seed,1,,"IBB Ventures, seed + speed Ventures",2,,"496,853"
Seed Round - Steady,https://www.crunchbase.com/funding_round/steady-seed--308e047b,Steady,https://www.crunchbase.com/organization/steady,Seed,"Berlin, Berlin, Germany, Europe",1500000,EUR,1708901,2018-11-29,Seed,,,,Yes,Membership Platform for Independent Content Creators,"Blogging Platforms, Content Creators, Marketing Automation, Publishing, Subscription Service",,https://www.steadyHQ.com,$1B to $10B,5225000,EUR,5993311,Early Stage Venture,9,Müller Medien,"IBB Ventures, Müller Medien",2,,"286,286"
Series C - simplesurance,https://www.crunchbase.com/funding_round/simplesurance-series-c--f9eb5422,simplesurance,https://www.crunchbase.com/organization/simplesurance,Series C,"Berlin, Berlin, Germany, Europe",24000000,USD,24000000,2018-05-08,Late Stage Venture,,,,Yes,Simplesurance creates a platform for simple access to insurance to combine traditional insurance industries with digital business.,"E-Commerce, Financial Services, FinTech, Insurance, InsurTech, Internet",,http://www.simplesurance.com,,78064754,USD,78064754,M&A,10,Allianz,"Allianz, Rakuten Capital, Rheingau Founders",3,3,"501,522"
Seed Round - Recare,https://www.crunchbase.com/funding_round/recare-solutions-seed--88b7f1df,Recare,https://www.crunchbase.com/organization/recare-solutions,Seed,"Berlin, Berlin, Germany, Europe",2000000,EUR,2402154,2018-01-01,Seed,,,,Yes,Recare rethinks discharge management. Our digital solutions optimize the clinical pathways between hospitals and care providers.,"Health Care, Hospital",,http://www.recaresolutions.com,$1B to $10B,17200000,EUR,19810049,,6,,"Die Brückenköpfe, Niklas Ostberg, Oliver Pabst, Petra Becker, Tech Beteiligungen, Thieme",6,,"286,713"
Corporate Round - Move24,https://www.crunchbase.com/funding_round/movago-corporate-round--9274a5e7,Move24,https://www.crunchbase.com/organization/movago,Corporate Round,"Berlin, Berlin, Germany, Europe",,,,2018-03-28,,,,,Yes,Move24 is a tech driven professional moving platform that provides moving and relocation services.,"Logistics, Supply Chain Management, Transportation",,http://www.move24.com/,$50M to $100M,40600000,EUR,44627416,M&A,6,,,,,"286,758"
Private Equity Round - 50Hertz,https://www.crunchbase.com/funding_round/50hertz-private-equity--afb1a751,50Hertz,https://www.crunchbase.com/organization/50hertz,Private Equity,"Berlin, Berlin, Germany, Europe",1200000000,USD,1200000000,2018-03-23,Private Equity,4800000000,USD,4800000000,Yes,50Hertz is a high-voltage energy network operator.,"Electrical Distribution, Energy, Energy Management",,http://www.50hertz.com,$10B+,1200000000,USD,1200000000,Private Equity,1,,Elia System Operator,1,,"509,721"
Seed Round - mobileJob,https://www.crunchbase.com/funding_round/mobilejob-seed--33d02e13,mobileJob,https://www.crunchbase.com/organization/mobilejob,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-10-21,Seed,,,,Yes,mobileJob.com is the recruiting specialist for the non-academic labor market.,"Mobile, Recruiting, Staffing Agency",,http://www.mobilejob.com,$1M to $10M,,,,Seed,3,Ananda Impact Ventures,Ananda Impact Ventures,1,,"510,367"
Pre Seed Round - Cagliostro,https://www.crunchbase.com/funding_round/cagliostro-pre-seed--71b62550,Cagliostro,https://www.crunchbase.com/organization/cagliostro,Pre-Seed,"Berlin, Berlin, Germany, Europe",30000,USD,30000,2018-11-05,Seed,,,,Yes,Cagliostro is an e-commerce platform that sells Japanese accessories.,,,https://www.shoppi.app/cagliostro,,30000,USD,30000,Seed,1,Shoppi Ventures,Shoppi Ventures,1,,"510,631"
Seed Round - store2be,https://www.crunchbase.com/funding_round/store2be-seed--b99e55c7,store2be,https://www.crunchbase.com/organization/store2be,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-14,Seed,,,,Yes,Online booking platform for short-term retail and promotion space.,"Advertising Platforms, Brand Marketing, Marketing, Marketplace",,http://store2be.com,$1M to $10M,,,,Seed,3,,"Atlantic Ventures, Global Founders Capital, Project A Ventures",3,,"510,959"
Grant - Konetik,https://www.crunchbase.com/funding_round/iot-labs-ltd-grant--edb8f36e,Konetik,https://www.crunchbase.com/organization/iot-labs-ltd,Grant,"Berlin, Berlin, Germany, Europe",71429,EUR,81447,2018-11-01,,,,,No,Konetik helps companies to integrate electric vehicles with their automated AI driven vehicle and charging advisor.,"Artificial Intelligence (AI), Automotive, Internet of Things",,http://www.konetik.com,Less than $1M,1192066,USD,1192066,M&A,5,,EASME,1,,"511,221"
Venture Round - Tausendkind,https://www.crunchbase.com/funding_round/tausendkind-series-unknown--44d88692,Tausendkind,https://www.crunchbase.com/organization/tausendkind,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",15000000,EUR,18372491,2018-03-20,,,,,Yes,Tausendkind operates as an e-commerce one-stop shop for infants up to the age of eight. ,"Children, E-Commerce, Fashion, Lifestyle, Shopping",,http://www.tausendkind.de/,$10M to $50M,15000000,EUR,18372491,M&A,6,,"Capnamic Ventures, Davidson Technology Growth Debt Fund, IBB Ventures, MGO Digital Ventures, pd ventures, Rheinische Post Mediengruppe",6,2,"552,721"
Seed Round - Basking.io,https://www.crunchbase.com/funding_round/basking-automation-seed--5ed2582c,Basking.io,https://www.crunchbase.com/organization/basking-automation,Seed,"Berlin, Berlin, Germany, Europe",120000,USD,120000,2018-09-10,Seed,,,,Yes,Basking.io is an AI & WiFi-based workplace occupancy analytics platform.,"Analytics, Artificial Intelligence (AI), Location Based Services, Real Estate, SaaS, Software",,http://basking.io,,120000,USD,120000,Seed,3,Techstars,Techstars,1,1,"552,818"
Seed Round - DiaMonTech AG,https://www.crunchbase.com/funding_round/diamontech-gmbh-seed--e6f8b73b,DiaMonTech AG,https://www.crunchbase.com/organization/diamontech-gmbh,Seed,"Berlin, Berlin, Germany, Europe",5000000,EUR,5793629,2018-09-04,Seed,,,,Yes,DiaMonTech is developing a medical device for non-invasive measurement of blood sugar values. ,"Biotechnology, Fitness, Health Care",,http://www.diamontech.de,$10M to $50M,20408518,USD,20408518,,8,,"IBB Ventures, Jindong Capital Investment, Macnica",3,,"553,477"
Seed Round - charly,https://www.crunchbase.com/funding_round/charly-education-seed--b83f2ff9,charly,https://www.crunchbase.com/organization/charly-education,Seed,"Berlin, Berlin, Germany, Europe",2500000,EUR,2931606,2018-06-05,Seed,,,,Yes,"Wir schaffen ein Umfeld, in dem alle Freude am Lernen finden & Zugang zu relevantem Wissen haben.","E-Learning, EdTech, Education, Marketing",,https://www.charly.education,$1M to $10M,6700000,EUR,7870448,M&A,4,,"Daniel Schütt, Michael Brehm, Stefan Peukert, Thomas Baum",4,,"488,967"
Seed Round - Talentwunder,https://www.crunchbase.com/funding_round/talentwunder-seed--d60c944c,Talentwunder,https://www.crunchbase.com/organization/talentwunder,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-08-31,Seed,,,,Yes,Talentwunder provides a search engine that helps companies find people with specific skill sets.,"Advertising, Internet, Recruiting, Search Engine",,http://talentwunder.com,$1M to $10M,,,,Seed,3,,Plug and Play,1,,"489,101"
Grant - UPCUE,https://www.crunchbase.com/funding_round/botconnect-grant--3de6d6d9,UPCUE,https://www.crunchbase.com/organization/botconnect,Grant,"Berlin, Berlin, Germany, Europe",71429,EUR,87953,2018-04-01,,,,,No,UPCUE helps sales and service representatives individually to prepare and perform successful sales conversations.,"B2B, Enterprise Software, SaaS",,https://www.upcue.com,$1M to $10M,471429,EUR,535691,Seed,2,,EASME,1,,"527,773"
Series A - Horizn Studios,https://www.crunchbase.com/funding_round/horizn-studios-series-a--87eb2970,Horizn Studios,https://www.crunchbase.com/organization/horizn-studios,Series A,"Berlin, Berlin, Germany, Europe",14700000,USD,14700000,2018-01-18,Early Stage Venture,,,,Yes,Horizn Studios is a fast-paced digital travel venture.,"Consumer Goods, E-Commerce, Travel",,http://horizn-studios.com,$1M to $10M,29895505,USD,29895505,Early Stage Venture,4,,"Monkfish Equity, Perpetual Ventures, Project A Ventures, U-Start, Vorwerk Ventures",5,,"510,823"
Grant - MATCHBASE,https://www.crunchbase.com/funding_round/matchbase-grant--88dc664a,MATCHBASE,https://www.crunchbase.com/organization/matchbase,Grant,"Berlin, Berlin, Germany, Europe",72000,EUR,84093,2018-07-01,,,,,No,Your on-demand teamsports club,"Mobile Apps, Soccer, Sports",,http://www.matchbase.com,Less than $1M,872000,EUR,1012483,Seed,3,,European Social Fund (ESF),1,,"510,826"
Venture Round - HIGH MOBILITY,https://www.crunchbase.com/funding_round/high-mobility-series-unknown--be97665e,HIGH MOBILITY,https://www.crunchbase.com/organization/high-mobility,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",3000000,EUR,3497812,2018-07-03,,,,,Yes,"An open, API-first car data platform.","Automotive, Data Integration, Developer Tools, Internet of Things",,https://about.high-mobility.com,$100M to $500M,4522000,EUR,5208872,,5,"Fabian von Kuenheim, IBB Ventures","Fabian von Kuenheim, IBB Ventures",2,,"511,108"
Seed Round - Tellonym,https://www.crunchbase.com/funding_round/tellonym-seed--ffefcd16,Tellonym,https://www.crunchbase.com/organization/tellonym,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-09-01,Seed,,,,Yes,"Tellonym is a messaging network that can receive anonymous messages, opinions, confessions, and messages from friends and acquaintances.","Messaging, Mobile Apps, Social Media",,https://tellonym.me,Less than $1M,,,,Seed,1,,"BLN Capital, Janosch Kühn",2,,"529,944"
Series B - Vimcar,https://www.crunchbase.com/funding_round/vimcar-series-b--31794ff6,Vimcar,https://www.crunchbase.com/organization/vimcar,Series B,"Berlin, Berlin, Germany, Europe",13000000,USD,13000000,2018-12-18,Early Stage Venture,,,,Yes,Vimcar is a software startup that provides fleet management solutions for small and medium businesses.,"Automotive, Business Intelligence, Fleet Management, Software, Transportation",,https://www.vimcar.de/,$10M to $50M,18500000,USD,18500000,M&A,3,Acton Capital,"Acton Capital, Atlantic Labs, coparion, UVC Partners",4,3,"532,634"
Series A - Keatz,https://www.crunchbase.com/funding_round/keatz-series-a--e5535615,Keatz,https://www.crunchbase.com/organization/keatz,Series A,"Berlin, Berlin, Germany, Europe",6000000,EUR,7073870,2018-05-21,Early Stage Venture,,,,Yes,Keatz is a network of restaurants that provide contemporary dishes for delivery.,"Cooking, Delivery, Food and Beverage, Recipes, Restaurants",,http://keatz.com/,$1M to $10M,24671469,USD,24671469,,8,"K Fund, Project A Ventures","K Fund, Project A Ventures",2,,"517,500"
Series D - Adrenomed,https://www.crunchbase.com/funding_round/adrenomed-ag-series-d--077e3fe6,Adrenomed,https://www.crunchbase.com/organization/adrenomed-ag,Series D,"Berlin, Berlin, Germany, Europe",24000000,EUR,27113221,2018-11-27,Late Stage Venture,,,,Yes,"Adrenomed is a privately-financed, clinical-stage biopharmaceutical company.","Biotechnology, Medical, Pharmaceutical",,http://www.adrenomed.com,$1M to $10M,49114581,EUR,56828268,Late Stage Venture,7,"HBM Healthcare Investments, Wellington Partners","HBM Healthcare Investments, Wellington Partners",2,,"533,678"
Series B - Tourlane,https://www.crunchbase.com/funding_round/tourlane-series-b--359c1a23,Tourlane,https://www.crunchbase.com/organization/tourlane,Series B,"Berlin, Berlin, Germany, Europe",24000000,USD,24000000,2018-12-06,Early Stage Venture,,,,Yes,Tourlane is a tour planning and booking platform that helps travelers research and buy multi-day tours online.,"Internet, Leisure, Reservations, Tourism, Travel",,https://www.tourlane.com,$1M to $10M,127386310,USD,127386310,Late Stage Venture,6,Sequoia Capital,"DN Capital, HV Capital, Sequoia Capital, Spark Capital",4,3,"493,292"
Seed Round - WARD,https://www.crunchbase.com/funding_round/ward-cb48-seed--372f3c4f,WARD,https://www.crunchbase.com/organization/ward-cb48,Seed,"Berlin, Berlin, Germany, Europe",600000,USD,600000,2018-05-18,Seed,,,,Yes,"WARD is a fantasy sport game, where fans can watch their favourite eSports matches and predict what will happen in real time.","eSports, Predictive Analytics, Real Time",,https://ward.world,,600000,USD,600000,Seed,3,,"Impulse VC, Nuard Ventures",2,,"493,297"
Seed Round - Buena,https://www.crunchbase.com/funding_round/home-ht-seed--a4be5d1b,Buena,https://www.crunchbase.com/organization/home-ht,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-11-02,Seed,,,,Yes,"Buena cares for your apartments, tenants, and every task that comes with being a landlord. That’s more time for you.","Information Technology, Property Management, Real Estate",,https://www.buena.com,$10M to $50M,15254960,USD,15254960,,6,,Stefan Muehlemann,1,,"493,789"
Seed Round - Seniovo,https://www.crunchbase.com/funding_round/seniovo-seed--5a5052d1,Seniovo,https://www.crunchbase.com/organization/seniovo,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-10-01,Seed,,,,Yes,Seniovo supports elderly and disabled people with barrier-free structural alteration measures.,Elder Care,,https://www.seniovo.de/,$1M to $10M,6300000,EUR,6433744,,4,PT1,PT1,1,1,"541,767"
Grant - Berlin Space Consortium,https://www.crunchbase.com/funding_round/berlin-space-consortium-grant--85ff3ce6,Berlin Space Consortium,https://www.crunchbase.com/organization/berlin-space-consortium,Grant,"Berlin, Berlin, Germany, Europe",71429,EUR,83304,2018-08-01,,,,,No,Berlin Space Consortium is a local space technology network in the larger Berlin area that mainly consists of space specialists.,Aerospace,,https://www.berlin-space-consortium.de,Less than $1M,71429,EUR,83304,,1,,EASME,1,,"541,990"
Venture Round - Highsnobiety,https://www.crunchbase.com/funding_round/highsnobiety-series-unknown--9ab9a737,Highsnobiety,https://www.crunchbase.com/organization/highsnobiety,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",8500000,USD,8500000,2018-01-19,,,,,Yes,"Highsnobiety is an online publication that covers trends and news in fashion, art, music, and culture.","Content, Marketing, News, Publishing",,http://www.highsnobiety.com/,Less than $1M,8500000,USD,8500000,M&A,3,Felix Capital,"Felix Capital, Sebastian Picardo",2,1,"542,094"
Series A - omni:us,https://www.crunchbase.com/funding_round/omnius-series-a--8fb1f41d,omni:us,https://www.crunchbase.com/organization/omnius,Series A,"Berlin, Berlin, Germany, Europe",19700000,EUR,22352606,2018-10-30,Early Stage Venture,,,,Yes,omni:us is the leading provider of intelligent insurance claim automation.,"Artificial Intelligence (AI), Computer Vision, Information Technology, Insurance, InsurTech, Software, Software Engineering",,http://omnius.com/,Less than $1M,58364315,USD,58364315,Early Stage Venture,8,"MMC Ventures, Talis Capital, Target Global","Anthemis, MMC Ventures, Talis Capital, Target Global",4,3,"546,877"
Seed Round - Surve Mobility,https://www.crunchbase.com/funding_round/chargery-seed--5f7d6624,Surve Mobility,https://www.crunchbase.com/organization/chargery,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,Surve Mobility Europe's No. 1 for intelligent shared mobility operations.,"Automotive, Car Sharing, Logistics, Software, Transportation",,http://www.survemobility.com,,5000000,EUR,5925750,Early Stage Venture,6,Linden Capital,Linden Capital,1,,"562,812"
Series A - ELEMENT Insurance,https://www.crunchbase.com/funding_round/element-insurance-ag-series-a--47bf516b,ELEMENT Insurance,https://www.crunchbase.com/organization/element-insurance-ag,Series A,"Berlin, Berlin, Germany, Europe",23500000,EUR,26772786,2018-11-29,Early Stage Venture,,,,Yes,ELEMENT Insurance is a technology company that offers white-label product solutions for digital insurance.,"B2B, Financial Services, Insurance, InsurTech",,https://www.element.in,$500M to $1B,137400000,EUR,152126699,Late Stage Venture,7,,"Alma Mundi Ventures, Engel & Völkers Capital AG, SBI Insurance Group, SBI Investment",4,,"569,913"
Seed Round - Spomoco,https://www.crunchbase.com/funding_round/spomoco-számítástechnikai-és-szolgáltató-kft-seed--f8aaa902,Spomoco,https://www.crunchbase.com/organization/spomoco-számítástechnikai-és-szolgáltató-kft,Seed,"Berlin, Berlin, Germany, Europe",96800,EUR,120105,2018-02-16,Seed,,,,Yes,Spomoco is a booking and management app for recreational sport instructors.,"Apps, Software",,http://spomoco.com,,535142,USD,535142,Seed,3,Hiventures,Hiventures,1,,"570,714"
Pre Seed Round - Datarade,https://www.crunchbase.com/funding_round/datarade-pre-seed--77466eef,Datarade,https://www.crunchbase.com/organization/datarade,Pre-Seed,"Berlin, Berlin, Germany, Europe",120000,USD,120000,2018-09-13,Seed,,,,Yes,Data commerce made easy.,"Analytics, B2B, Big Data, E-Commerce, Information Technology, SaaS, Software",,https://datarade.ai,Less than $1M,1434205,USD,1434205,Seed,4,"SAP.iO, Techstars","SAP.iO, Techstars",2,1,"573,805"
Series A - Humanoo,https://www.crunchbase.com/funding_round/humanoo-series-a--39308feb,Humanoo,https://www.crunchbase.com/organization/humanoo,Series A,"Berlin, Berlin, Germany, Europe",4472706,EUR,5254755,2018-06-12,Early Stage Venture,,,,Yes,Europe's biggest automated corporate wellness solution for productive teams & healthy people,"Apps, Fitness, Health Care, Human Resources, Personal Health, Software, Wellness",,http://www.humanoo.com/,$1M to $10M,18577261,USD,18577261,Early Stage Venture,4,"Creathor Ventures, DvH Ventures","Creathor Ventures, DvH Ventures, Rheingau Founders",3,4,"548,942"
Pre Seed Round - LemonOne,https://www.crunchbase.com/funding_round/lemonone-pre-seed--1b9a45a4,LemonOne,https://www.crunchbase.com/organization/lemonone,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-01,Seed,,,,Yes,Providing companies with visuals that make customers buy,"E-Commerce Platforms, Photography",,https://www.lemonone.com,$10M to $50M,,,,M&A,3,,Louis Pfitzner,1,,"520,253"
Seed Round - Autobahn,https://www.crunchbase.com/funding_round/autobahn-seed--f7db260b,Autobahn,https://www.crunchbase.com/organization/autobahn,Seed,"Berlin, Berlin, Germany, Europe",500000,USD,500000,2018-05-02,Seed,,,,Yes,Vehicles Sales Platform (VSP) connecting the automotive industry,"Automotive, Cloud Infrastructure, Hardware, Internet of Things, SaaS, Software",,http://www.autobahn.tech,$10M to $50M,2235091,USD,2235091,Private Equity,5,,,,,"552,157"
Non Equity Assistance - Bambus.io,https://www.crunchbase.com/funding_round/bambus-io-non-equity-assistance--73f79c2b,Bambus.io,https://www.crunchbase.com/organization/bambus-io,Non-equity Assistance,"Berlin, Berlin, Germany, Europe",,,,2018-11-26,,,,,No,Bambus provides a one-stop solution for real estate owners.,"Finance, Real Estate, Real Estate Investment",,https://bambus.io,$1M to $10M,,,,Seed,3,Tenity,Tenity,1,,"520,686"
Pre Seed Round - Lindera GmbH,https://www.crunchbase.com/funding_round/lindera-gmbh-pre-seed--87db88af,Lindera GmbH,https://www.crunchbase.com/organization/lindera-gmbh,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,Lindera has developed the 1st quantitative mobility self-test for seniors by analyzing the gait to prevent falls.,Health Care,,http://www.lindera.de,$1M to $10M,6000000,EUR,6725538,Early Stage Venture,3,Rheingau Founders,Rheingau Founders,1,1,"581,252"
Venture Round - Baze,https://www.crunchbase.com/funding_round/sanalytica-series-unknown--a7144091,Baze,https://www.crunchbase.com/organization/sanalytica,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-05-31,,,,,Yes,"Baze are enable every person to achieve their best health through a science-led, results-driven food and supplement platform.","Beauty, Fitness, Health Care, Wellness",,https://www.baze.com/,$1M to $10M,6000000,USD,6000000,M&A,3,,"Ringier Digital Ventures, Sanner Ventures",2,,"581,430"
Pre Seed Round - Airteam Aerial Intelligence,https://www.crunchbase.com/funding_round/airteam-pre-seed--de0f31db,Airteam Aerial Intelligence,https://www.crunchbase.com/organization/airteam,Pre-Seed,"Berlin, Berlin, Germany, Europe",400000,EUR,462022,2018-10-02,Seed,,,,Yes,Airteam is an AI-powered software that converts aerial data from drones into CAD models.,"Artificial Intelligence (AI), Construction, Software, Solar",,https://airteam.ai/,$1M to $10M,2300000,EUR,2661026,Seed,5,,Startupbootcamp,1,,"581,699"
Seed Round - Penta,https://www.crunchbase.com/funding_round/pentafintech-seed--c0098422,Penta,https://www.crunchbase.com/organization/pentafintech,Seed,"Berlin, Berlin, Germany, Europe",7000000,EUR,8108158,2018-10-15,Seed,,,,Yes,Penta is a digital business bank platform designed to help startups and SMEs save time and money on banking.,"Accounting, Banking, Financial Services, FinTech, Small and Medium Businesses, Software",,http://www.getpenta.com,Less than $1M,62200000,EUR,71390188,M&A,9,Inception Capital,Inception Capital,1,,"554,450"
Venture Round - Searchtalent,https://www.crunchbase.com/funding_round/searchtalent-series-unknown--f10906c5,Searchtalent,https://www.crunchbase.com/organization/searchtalent,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,,,,,Yes,Searchtalent provides staffing and recruiting services.,,,https://searchtalent.de,,,,,,1,,allygatr,1,,"554,705"
Angel Round - BOCAhealthcare GmbH,https://www.crunchbase.com/funding_round/boca-health-angel--63f06780,BOCAhealthcare GmbH,https://www.crunchbase.com/organization/boca-health,Angel,"Berlin, Berlin, Germany, Europe",20000,EUR,23269,2018-09-05,Seed,,,,Yes,BOCAhealth is a patented portable device (connected to an app) that is able to measure and keep track of the hydration status.,"Fitness, Health Care, Medical, Mobile Apps",,https://www.boca-health.com/,Less than $1M,356800,EUR,402548,,8,,,,,"524,361"
Pre Seed Round - YU,https://www.crunchbase.com/funding_round/yu-2070-pre-seed--3f30a58f,YU,https://www.crunchbase.com/organization/yu-2070,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-09-03,Seed,,,,Yes,YU is Europe's first online healthcare brand solving problems around female wellbeing shame-free.,"Health Care, Pharmaceutical",,https://www.justyu.de,,,,,Seed,1,FoodLabs,FoodLabs,1,,"527,914"
Pre Seed Round - Signatrix,https://www.crunchbase.com/funding_round/signatrix-pre-seed--5dd4e702,Signatrix,https://www.crunchbase.com/organization/signatrix,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-04-11,Seed,,,,Yes,"Remaking Retail - Connecting with security cameras, we use Artificial Intelligence to analyse whatever is happening in retail stores.","Apps, Artificial Intelligence (AI), Computer Vision, Machine Learning, Retail Technology, Security",,http://www.signatrix.com,$1B to $10B,,,,,6,,Alfred Bauer,1,1,"528,071"
Pre Seed Round - box-to-box,https://www.crunchbase.com/funding_round/streetkickers-pre-seed--b42bea2e,box-to-box,https://www.crunchbase.com/organization/streetkickers,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-01,Seed,,,,Yes,"box-to-box is a football training app for young amateur football players, featuring personalized training plans with video tutorials.","Information Technology, Sports, Training",,https://boxtobox.app/,Less than $1M,,,,Seed,3,,Thomas Dadashi,1,,"556,839"
Venture Round - Hrmony,https://www.crunchbase.com/funding_round/hrmony-series-unknown--34a4b6f1,Hrmony,https://www.crunchbase.com/organization/hrmony,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-03-08,,,,,Yes,"Hrmony is a platform for smart employer branding, motivating and retaining employees with tax-free subsidies for lunch and shopping.","Employee Benefits, FinTech, Software",,https://www.hrmony.de,$1M to $10M,1020000,USD,1020000,,3,,"Dr. Max Iann Invest, IBB Ventures, MGO Digital Ventures",3,,"557,520"
Series B - Signavio,https://www.crunchbase.com/funding_round/signavio-series-b--9e878a75,Signavio,https://www.crunchbase.com/organization/signavio,Series B,"Berlin, Berlin, Germany, Europe",15500000,EUR,18984908,2018-03-20,Early Stage Venture,,,,Yes,Signavio provides tools for business process management.,"Business Development, Business Process Automation (BPA), Computer, SaaS, Software",,http://www.signavio.com,$10M to $50M,229569949,USD,229569949,M&A,3,Summit Partners,Summit Partners,1,1,"558,040"
Grant - Mitte,https://www.crunchbase.com/funding_round/mitte-grant--9d7aba3f,Mitte,https://www.crunchbase.com/organization/mitte,Grant,"Berlin, Berlin, Germany, Europe",71429,EUR,82941,2018-09-01,,,,,No,"Mitte has developed a user-friendly, sustainable drinking water system, using advanced technology to purify and enhance the taste of water.","Environmental Engineering, Hardware, Internet of Things, Smart Home, Water, Water Purification",,http://mitte.co/,$1M to $10M,15151053,USD,15151053,,6,,EASME,1,,"596,142"
Series A - Grover,https://www.crunchbase.com/funding_round/grover-series-a--ec7e261f,Grover,https://www.crunchbase.com/organization/grover,Series A,"Berlin, Berlin, Germany, Europe",12000000,EUR,14048890,2018-07-30,Early Stage Venture,,,,Yes,Grover offers technology subscriptions that enable customers to rent tech products on a monthly basis instead of purchasing them.,"Consumer Electronics, E-Commerce, Rental, Subscription Service",,http://www.grover.com,$500M to $1B,2341459267,USD,2341459267,,19,Circularity Capital,"Chromo Invest, Circularity Capital, Commerzbank, coparion, David Rosskamp, Samsung NEXT, Target Global, Varengold Bank",8,5,"596,510"
Seed Round - Buying Show,https://www.crunchbase.com/funding_round/buying-show-seed--29fb10d1,Buying Show,https://www.crunchbase.com/organization/buying-show,Seed,"Berlin, Berlin, Germany, Europe",790000,EUR,967655,2018-04-05,Seed,,,,Yes,Buying Show is a two-sided digital wholesale network for brands and retailers.,"B2B, E-Commerce, Fashion, Internet, Professional Networking, Retail, Wholesale",,https://buyingshow.com/,$1M to $10M,3215000,EUR,3607374,Seed,4,,,,,"531,533"
